ID,Summary,Severity,CVSS_Score,CVE_Aliases,CWE_IDs,Ecosystem,Package_Name,Version_Introduced,Version_Fixed,Published,Modified
GHSA-527x-5wrf-22m2,"CoreDNS gRPC/HTTPS/HTTP3 servers lack resource limits, enabling DoS via unbounded connections and oversized messages",MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:U,CVE-2025-68151,CWE-770,Go,github.com/coredns/coredns,0,1.14.0,2026-01-08T20:12:58Z,2026-01-08T20:12:58Z
GHSA-5379-f5hf-w38v,Deno node:crypto doesn't finalize cipher,CRITICAL,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:H/SI:N/SA:N,CVE-2026-22863,CWE-325,crates.io,deno,0,2.6.0,2026-01-16T15:49:35Z,2026-01-16T15:49:35Z
GHSA-53vf-c43h-j2x9,Craft CMS vulnerable to potential information disclosure via unchecked asset relocation,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N/E:U,CVE-2025-68436,CWE-200,Packagist,craftcms/cms,5.0.0-RC1,5.8.21,2026-01-05T17:42:31Z,2026-01-06T15:52:07Z
GHSA-53wg-r69p-v3r7,GraphQL Modules has a Race Condition issue,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N,CVE-2026-23735,CWE-362,npm,graphql-modules,2.2.1,2.4.1,2026-01-16T21:09:08Z,2026-01-21T16:20:01Z
GHSA-54jq-c3m8-4m76,AIOHTTP vulnerable to brute-force leak of internal static ﬁle path components,LOW,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N/E:U,CVE-2025-69226,CWE-202; CWE-22,PyPI,aiohttp,0,3.13.3,2026-01-05T23:09:51Z,2026-01-06T16:06:47Z
GHSA-54m3-5fxr-2f3j,Salvo is vulnerable to stored XSS in the list_html function by uploading files with malicious names,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:L/A:L,CVE-2026-22257,CWE-79,crates.io,salvo,0,0.88.1,2026-01-08T21:16:41Z,2026-01-08T21:37:13Z
GHSA-54v4-4685-vwrj,alextselegidis/easyappointments is Vulnerable to CSRF Protection Bypass,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:P,CVE-2026-23622,CWE-352,Packagist,alextselegidis/easyappointments,0,,2026-01-15T20:11:23Z,2026-01-15T22:34:15Z
GHSA-54wq-72mp-cq7c,Mailpit has an SMTP Header Injection via Regex Bypass,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CVE-2026-23829,CWE-150; CWE-93,Go,github.com/axllent/mailpit,0,1.28.3,2026-01-20T17:54:55Z,2026-02-02T14:50:34Z
GHSA-562r-8445-54r2,ComfyUI-Manager is Vulnerable to CRLF Injection in Configuration Handler,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,CVE-2026-22777,CWE-93,PyPI,comfy-cli,4.0.0,4.0.5,2026-01-13T19:02:52Z,2026-01-13T19:02:52Z
GHSA-585q-cm62-757j,mnl has segmentation fault and invalid memory read in `mnl::cb_run`,LOW,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:P,,CWE-125,crates.io,mnl,0,0.3.1,2026-01-09T19:53:23Z,2026-02-10T16:05:51Z
GHSA-5882-5rx9-xgxp,Crawl4AI is Vulnerable to Remote Code Execution in Docker API via Hooks Parameter,CRITICAL,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:H/SI:H/SA:H,CVE-2026-26216,CWE-94,PyPI,Crawl4AI,0,0.8.0,2026-01-16T20:59:16Z,2026-02-12T20:09:29Z
GHSA-58pv-8j8x-9vj2,jaraco.context Has a Path Traversal Vulnerability,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,CVE-2026-23949,CWE-22,PyPI,jaraco.context,5.2.0,6.1.0,2026-01-13T21:48:17Z,2026-01-22T22:25:55Z
GHSA-58q2-9x27-h2jm,solspace/craft-freeform Has a DoS Vulnerability,LOW,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:U,,CWE-770,Packagist,solspace/craft-freeform,0,4.1.30,2026-01-15T20:12:25Z,2026-01-15T22:31:35Z
GHSA-594w-2fwp-jwrc,Keycloak Admin REST API exposes backend schema and rules,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,CVE-2025-14083,CWE-284,Maven,org.keycloak:keycloak-services,0,,2026-01-21T15:31:16Z,2026-01-21T22:55:20Z
GHSA-595p-g7xc-c333,Algolia Search & Discovery for Magento 2 Has Untrusted Data Handling,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N,,CWE-74,Packagist,algolia/algoliasearch-magento-2,3.17.0-beta.1,3.17.2,2026-01-14T21:46:11Z,2026-01-14T21:46:11Z
GHSA-597g-3phw-6986,virtualenv Has TOCTOU Vulnerabilities in Directory Creation,MODERATE,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:L,CVE-2026-22702,CWE-362; CWE-59,PyPI,virtualenv,0,20.36.1,2026-01-13T18:45:57Z,2026-01-13T18:45:57Z
GHSA-59jp-pj84-45mr,Fulcio is vulnerable to Server-Side Request Forgery (SSRF) via MetaIssuer Regex Bypass,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,CVE-2026-22772,CWE-918,Go,github.com/sigstore/fulcio,0,1.8.5,2026-01-13T18:47:57Z,2026-01-13T18:47:57Z
GHSA-5f29-2333-h9c7,OpenMetadata's Server-Side Template Injection (SSTI) in FreeMarker email templates leads to RCE,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H,CVE-2026-22244,CWE-1336,Maven,org.open-metadata:platform,0,1.11.4,2026-01-07T19:33:03Z,2026-01-20T18:02:42Z
GHSA-5f7q-jpqc-wp7h,Next.js has Unbounded Memory Consumption via PPR Resume Endpoint ,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,CVE-2025-59472,CWE-400; CWE-409; CWE-770,npm,next,16.0.0-beta.0,16.1.5,2026-01-28T15:20:55Z,2026-02-05T17:17:16Z
GHSA-5fp7-g646-ccf4,Ghost has Staff 2FA bypass,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,CVE-2026-22594,CWE-287,npm,ghost,6.0.0,6.11.0,2026-01-08T21:29:47Z,2026-01-11T14:54:23Z
GHSA-5hvc-6wx8-mvv4,Fickling vulnerable to use of ctypes and pydoc gadget chain to bypass detection,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:P,CVE-2026-22608,CWE-184; CWE-502,PyPI,fickling,0,0.1.7,2026-01-09T21:05:13Z,2026-01-11T14:55:08Z
GHSA-5j4h-4f72-qpm6,Bagisto has Normal & Blind SSTI from low-privilege user when ordering product,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVE-2026-21448,CWE-1336,Packagist,bagisto/bagisto,0,2.3.10,2026-01-02T22:13:40Z,2026-01-08T21:35:56Z
GHSA-5j7q-wmh7-cqhg,TYPO3 CMS Allows Broken Access Control in Edit Document Controller,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:L/VA:N/SC:L/SI:L/SA:L,CVE-2025-59020,CWE-863,Packagist,typo3/cms-backend,14.0.0,14.0.2,2026-01-13T20:37:30Z,2026-01-13T20:37:30Z
GHSA-5pq9-5mpr-jj85,Jervis Has a JWT Algorithm Confusion Vulnerability,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CVE-2025-68925,CWE-347,Maven,net.gleske:jervis,0,2.2,2026-01-13T14:56:04Z,2026-01-21T16:23:33Z
GHSA-5pr6-crvp-2j9f,Open Chinese Convert has Out-of-bounds Write,LOW,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,CVE-2025-15536,CWE-119; CWE-787,npm,opencc,0,1.2.0,2026-01-18T09:30:27Z,2026-02-06T22:32:12Z
GHSA-5qw5-wf2q-f538,ActiveRecord-JDBC-Adapter (AR-JDBC) lib/arjdbc/jdbc/adapter.rb sql.gsub() Function SQL Injection,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N/E:P,,CWE-89,RubyGems,activerecord-jdbc-adapter,0,1.2.8,2026-01-16T19:20:40Z,2026-01-21T16:35:36Z
GHSA-5r2g-vphf-m5xc,Apache StreamPipes has Improper Privilege Management issue,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N/E:U,CVE-2025-47411,CWE-269,Maven,org.apache.streampipes:streampipes-parent,0.69.0,0.98.0,2026-01-01T18:30:27Z,2026-01-02T16:29:40Z
GHSA-5rfx-cp42-p624,Quarkus REST has potential worker thread starvation when HTTP connection is closed while waiting to write,MODERATE,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,CVE-2025-66560,CWE-770,Maven,io.quarkus:quarkus-rest,0,3.20.5,2026-01-07T18:09:56Z,2026-01-07T20:37:40Z
GHSA-5vx3-wx4q-6cj8,ImageMagick has a NULL pointer dereference in MSL parser via <comment> tag before image load,MODERATE,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CVE-2026-23952,CWE-476,NuGet,Magick.NET-Q8-x64,0,14.10.2,2026-01-21T01:06:51Z,2026-01-21T01:06:51Z
GHSA-5w5r-mf82-595p,Cap'n Proto has Undefined Behavior in constant::Reader and StructSchema,CRITICAL,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,,CWE-758,crates.io,capnp,0,0.24.0,2026-01-28T16:06:09Z,2026-01-28T16:06:09Z
GHSA-5x2r-hc65-25f9,ML-DSA Signature Verification Accepts Signatures with Repeated Hint Indices,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,CVE-2026-24850,CWE-347,crates.io,ml-dsa,0.0.4,0.1.0-rc.4,2026-01-28T16:44:47Z,2026-01-28T16:44:47Z
GHSA-5xrp-6693-jjx9,n8n Unsafe Workflow Expression Evaluation Allows Remote Code Execution,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,CVE-2026-1470,CWE-95,npm,n8n,0,1.123.17,2026-01-27T15:30:32Z,2026-01-29T15:02:29Z
GHSA-637h-ch24-xp9m,XWiki Full Calendar Macro vulnerable to data leak through Calendar.JSONService,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CVE-2025-65090,CWE-200,Maven,org.xwiki.contrib:macro-fullcalendar-pom,0,2.4.6,2026-01-09T18:35:57Z,2026-01-11T14:55:42Z
GHSA-63cw-57p8-fm3p,PyTorch Vulnerable to Remote Code Execution via Untrusted Checkpoint Files,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CVE-2026-24747,CWE-502; CWE-94,PyPI,pytorch,0,2.10.0,2026-01-27T20:10:54Z,2026-01-29T03:42:52Z
GHSA-63m5-974w-448v,Fleet has a JWT signature bypass vulnerability in Azure AD MDM enrollment ,CRITICAL,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CVE-2026-23518,CWE-347,Go,github.com/fleetdm/fleet,4.78.0,4.78.3,2026-01-20T20:55:17Z,2026-02-27T22:02:58Z
GHSA-63v5-26vq-m4vm,Keycloak's missing timestamp validation allows attackers to extend SAML response validity periods,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:N,CVE-2026-1190,CWE-112; CWE-347; CWE-613,Maven,org.keycloak:keycloak-services,0,,2026-01-26T21:30:36Z,2026-03-06T00:31:28Z
GHSA-63vm-454h-vhhq,pyasn1 has a DoS vulnerability in decoder,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CVE-2026-23490,CWE-400; CWE-770,PyPI,pyasn1,0.6.1,0.6.2,2026-01-16T19:19:25Z,2026-02-01T18:30:16Z
GHSA-6475-r3vj-m8vf,AWS SDK for JavaScript v3 adopted defense in depth enhancement for region parameter value,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,,CWE-20,npm,@smithy/config-resolver,0,4.4.0,2026-01-08T21:52:45Z,2026-01-08T21:52:45Z
GHSA-6497-prx7-gpmq,geopandas SQL Injection Vulnerability in to_postgis() Allows Information Disclosure,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,CVE-2025-69662,CWE-202; CWE-89,PyPI,geopandas,0,1.1.2,2026-01-30T21:30:22Z,2026-02-01T18:09:10Z
GHSA-657c-wxg6-jmqv,pH7-Social-Dating-CMS affected by a stored cross-site scripting (XSS) vulnerability,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,CVE-2025-63644,CWE-79,Packagist,ph7software/ph7builder,0,,2026-01-14T18:31:37Z,2026-01-22T18:04:53Z
GHSA-66fc-rw6m-c2q6,Seroval affected by Denial of Service via Array serialization,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CVE-2026-23957,CWE-770,npm,seroval,0,1.4.1,2026-01-21T17:05:54Z,2026-01-22T15:44:01Z
GHSA-6738-r8g5-qwp3,svelte vulnerable to Cross-site Scripting,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,CVE-2025-15265,CWE-79,npm,svelte,5.46.0,5.46.4,2026-01-15T20:13:33Z,2026-01-15T22:34:22Z
GHSA-67rj-pjg6-pq59,Jervis Has a SHA-256 Hex String Padding Bug,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,CVE-2025-68702,CWE-327,Maven,net.gleske:jervis,0,2.2,2026-01-13T14:52:31Z,2026-01-21T16:21:29Z
GHSA-69f9-5gxw-wvc2,AIOHTTP's unicode processing of header values could cause parsing discrepancies,LOW,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N/E:U,CVE-2025-69224,CWE-444,PyPI,aiohttp,0,3.13.3,2026-01-05T22:58:57Z,2026-01-06T16:06:40Z
GHSA-6c46-p6j5-3f49,TYPO3 CMS Allows Broken Access Control in Redirects Module,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N,CVE-2025-59021,CWE-862,Packagist,typo3/cms-redirects,14.0.0,14.0.2,2026-01-13T20:37:37Z,2026-01-13T20:37:37Z
GHSA-6c59-mwgh-r2x6,JSONPath vulnerable to Prototype Pollution due to insufficient input validation of object keys in lib/index.js,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:H/VA:N/SC:N/SI:N/SA:N/E:U,CVE-2025-61140,CWE-1321,npm,jsonpath,0,1.2.0,2026-01-28T18:30:47Z,2026-02-05T16:14:30Z
GHSA-6f65-4fv2-wwch,Vendure vulnerable to timing attack that enables user enumeration in NativeAuthenticationStrategy,LOW,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N/E:U,CVE-2026-25050,CWE-202,npm,@vendure/core,0,3.5.3,2026-01-30T19:35:40Z,2026-01-30T19:35:40Z
GHSA-6fg3-hvw7-2fwq,Microsoft Playwright MCP Server vulnerable to DNS Rebinding Attack; Allows Attackers Access to All Server Tools,HIGH,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:L/VI:L/VA:H/SC:L/SI:L/SA:L,CVE-2025-9611,CWE-749,npm,@playwright/mcp,0,0.0.40,2026-01-07T12:31:25Z,2026-01-07T20:02:55Z
GHSA-6g8q-hp2j-gvwv,Harvest May Expose OS Default SSH Login Password Via SUSE Virtualization Interactive Installer,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVE-2025-62877,CWE-1188,Go,github.com/harvester/harvester-installer,1.6.0,,2026-01-05T20:25:53Z,2026-01-08T21:18:48Z
GHSA-6h7w-v2xr-mqvw,Bagisto Missing Authentication on Installer API Endpoints,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVE-2026-21446,CWE-306,Packagist,bagisto/bagisto,2.3.0,2.3.10,2026-01-02T21:14:06Z,2026-01-08T21:35:01Z
GHSA-6jhg-hg63-jvvf,AIOHTTP vulnerable to  denial of service through large payloads,MODERATE,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N/E:U,CVE-2025-69228,CWE-770,PyPI,aiohttp,0,3.13.3,2026-01-05T23:13:14Z,2026-01-06T16:06:55Z
GHSA-6jm8-x3g6-r33j,Soft Serve is missing an authorization check in LFS lock deletion,MODERATE,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L,CVE-2026-22253,CWE-863,Go,github.com/charmbracelet/soft-serve,0,0.11.2,2026-01-08T21:01:54Z,2026-01-08T21:37:08Z
GHSA-6jxm-fv7w-rw5j,Mailpit has a Server-Side Request Forgery (SSRF) via HTML Check API,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,CVE-2026-23845,CWE-918,Go,github.com/axllent/mailpit,0,1.28.3,2026-01-21T01:01:26Z,2026-02-02T14:50:55Z
GHSA-6mq8-rvhq-8wgg,AIOHTTP's HTTP Parser auto_decompress feature is vulnerable to zip bomb,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CVE-2025-69223,CWE-409; CWE-770,PyPI,aiohttp,0,3.13.3,2026-01-05T22:58:41Z,2026-01-06T16:06:18Z
GHSA-6mw6-mj76-grwc,gix-date can create non-utf8 string with `TimeBuf::as_str`,MODERATE,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:H/VA:H/SC:N/SI:N/SA:N/E:P,CVE-2026-0810,CWE-787,crates.io,gix-date,0,0.12.0,2026-01-05T19:43:29Z,2026-01-27T22:23:11Z
GHSA-6p6h-rqr6-62mv,GI-DocGen vulnerable to Reflected XSS via unescaped query strings,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,CVE-2025-11687,CWE-79,PyPI,gi-docgen,0,2025.5,2026-01-26T21:30:36Z,2026-01-27T21:04:10Z
GHSA-6pfh-p556-v868,pnpm: Binary ZIP extraction allows arbitrary file write via path traversal (Zip Slip),MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,CVE-2026-23888,CWE-22; CWE-23; CWE-426,npm,pnpm,0,10.28.1,2026-01-26T21:02:49Z,2026-01-28T16:18:11Z
GHSA-6pw3-h7xf-x4gp,BlackSheep's ClientSession is vulnerable to CRLF injection,MODERATE,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:N/SC:L/SI:L/SA:N,CVE-2026-22779,CWE-113; CWE-93,PyPI,blacksheep,0,2.4.6,2026-01-14T16:52:53Z,2026-01-14T19:50:38Z
GHSA-6r62-w2q3-48hf,BentoML has a Path Traversal via Bentofile Configuration,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:N/A:N,CVE-2026-24123,CWE-22,PyPI,bentoml,0,1.4.34,2026-01-26T21:17:16Z,2026-01-29T03:23:35Z
GHSA-6rcw-ww3x-xqwm,carbone Code Injection vulnerability,LOW,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:L,CVE-2024-14020,CWE-94,npm,carbone,0,3.5.6,2026-01-07T12:31:19Z,2026-01-07T19:30:26Z
GHSA-6vfr-p2hx-6v32,Apache Linkis: Password Exposure,MODERATE,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CVE-2025-59355,CWE-532,Maven,org.apache.linkis:linkis-metadata,1.0.0,1.8.0,2026-01-19T09:30:28Z,2026-01-21T01:03:28Z
GHSA-6wqw-2p9w-4vw4,"Hono cache middleware ignores ""Cache-Control: private"" leading to Web Cache Deception",MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CVE-2026-24472,CWE-524; CWE-613,npm,hono,0,4.11.7,2026-01-27T19:04:17Z,2026-01-29T03:39:36Z
GHSA-6x96-7vc8-cm3p,pnpm has Windows-specific tarball Path Traversal,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,CVE-2026-23889,CWE-22,npm,pnpm,0,10.28.1,2026-01-26T21:02:44Z,2026-01-29T03:23:02Z
GHSA-73jg-4qh6-3f4g,Beam Exposes sensitive information via joinCleanPath function,MODERATE,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,CVE-2025-69820,CWE-22,Go,github.com/beam-cloud/beta9,0,,2026-01-22T18:30:31Z,2026-01-29T22:58:34Z
GHSA-73rr-hh4g-fpgx,jsdiff has a Denial of Service vulnerability in parsePatch and applyPatch,LOW,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N/E:U,CVE-2026-24001,CWE-1333; CWE-400,npm,diff,6.0.0,8.0.3,2026-01-14T21:34:12Z,2026-01-30T17:13:35Z
GHSA-742x-x762-7383,Craft CMS vulnerable to potential authenticated Remote Code Execution via Twig SSTI,MODERATE,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:U,CVE-2025-68454,CWE-1336,Packagist,craftcms/cms,5.0.0-RC1,5.8.21,2026-01-05T18:10:56Z,2026-01-06T15:52:15Z
GHSA-77p9-w6pj-rmvg,Apache Continuum vulnerable to Command Injection through Installations REST API,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,CVE-2016-15057,CWE-77,Maven,org.apache.continuum:continuum,0,,2026-01-26T12:30:29Z,2026-01-26T23:45:16Z
GHSA-77v3-r3jw-j2v2,External Secrets Operator insecurely retrieves secrets through the getSecretKey templating function,CRITICAL,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:H/VI:H/VA:H/SC:H/SI:H/SA:H,CVE-2026-22822,CWE-863,Go,github.com/external-secrets/external-secrets,0.20.2,1.2.0,2026-01-20T16:37:18Z,2026-01-22T15:38:48Z
GHSA-77w2-v593-vxvv,Salt junos Module Vulnerable to Code Injection via Specially Crafted YAML Payload,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CVE-2025-62348,CWE-94,PyPI,salt,0,3006.17,2026-01-30T21:30:22Z,2026-02-01T18:07:48Z
GHSA-78h3-63c4-5fqc,WeKnora has Command Injection in MCP stdio test,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,CVE-2026-22688,CWE-77,Go,github.com/Tencent/WeKnora,0,0.2.5,2026-01-09T19:21:22Z,2026-01-22T16:29:34Z
GHSA-78p6-6878-8mj6,SM2-PKE has Unchecked AffinePoint Decoding (unwrap) in decrypt(),HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CVE-2026-22699,CWE-20,crates.io,sm2,0.14.0-pre.0,,2026-01-09T22:35:35Z,2026-01-11T14:56:39Z
GHSA-793v-589g-574v,Bokeh server applications have Incomplete Origin Validation in WebSockets,MODERATE,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:A/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N/E:U,CVE-2026-21883,CWE-1385,PyPI,bokeh,0,3.8.2,2026-01-06T17:53:44Z,2026-01-23T16:39:04Z
GHSA-796p-j2gh-9m2q,dcap-qvl has Missing Verification for QE Identity,CRITICAL,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N,CVE-2026-22696,CWE-295; CWE-347,crates.io,dcap-qvl,0,0.3.9,2026-01-26T18:55:13Z,2026-01-29T03:22:29Z
GHSA-7c2f-r6gc-h92h,Apache Airflow proxy credentials for various providers might leak in task logs,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CVE-2025-68675,CWE-532,PyPI,apache-airflow,3.0.0b1,3.1.6,2026-01-16T12:30:25Z,2026-02-24T16:21:08Z
GHSA-7cw6-7h3h-v8pf,Shopware Has Improper Control of Generation of Code in Twig rendered views,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,CVE-2026-23498,CWE-94,Packagist,shopware/shopware,6.7.0.0,6.7.6.1,2026-01-14T16:54:27Z,2026-01-14T21:46:46Z
GHSA-7f67-crqm-jgh7,Incus container image templating arbitrary host file read and write,HIGH,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N,CVE-2026-23954,CWE-22,Go,github.com/lxc/incus/v6/cmd/incusd,6.1.0,,2026-01-22T20:26:10Z,2026-01-23T15:46:34Z
GHSA-7f7m-83r3-p644,MineAdmin May Expose Sensitive Information to an Unauthorized Actor,MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CVE-2026-1194,CWE-200,Packagist,mineadmin/mineadmin,1.0.0,,2026-01-20T00:30:27Z,2026-02-05T22:00:45Z
GHSA-7gcm-g887-7qv7,protobuf affected by a JSON recursion depth bypass,HIGH,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:L,CVE-2026-0994,CWE-674,PyPI,protobuf,6.30.0rc1,6.33.5,2026-01-23T15:31:35Z,2026-02-05T15:47:43Z
GHSA-7grm-h62g-5m97,NiceGUI is vulnerable to XSS via Unescaped URL in ui.navigate.history.push() / replace(),MODERATE,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,CVE-2026-21871,CWE-79,PyPI,nicegui,2.13.0,3.5.0,2026-01-08T20:00:29Z,2026-01-08T20:00:29Z
